Date,Close
Dec 09 2012,1695.8
Dec 16 2012,1659.1
Dec 23 2012,1654.9
Dec 30 2012,1648.1
Jan 06 2013,1660
Jan 13 2013,1686.6
Jan 20 2013,1656.4
Jan 27 2013,1669.4
Feb 03 2013,1666
Feb 10 2013,1608.8
Feb 17 2013,1572.4
Feb 24 2013,1571.9
Mar 03 2013,1576.6
Mar 10 2013,1592.5
Mar 17 2013,1606.2
Mar 24 2013,1594.8
Mar 31 2013,1575.4
Apr 07 2013,1501
Apr 14 2013,1395.3
Apr 21 2013,1453.6
Apr 28 2013,1464.3
May 05 2013,1436.8
May 12 2013,1364.9
May 19 2013,1386.8
May 26 2013,1392.6
Jun 02 2013,1383
Jun 09 2013,1387.3
Jun 16 2013,1291.6
Jun 23 2013,1223.8
Jun 30 2013,1212.9
Jul 07 2013,1277.8
Jul 14 2013,1293.3
Jul 21 2013,1321.7
Jul 28 2013,1310.6
Aug 04 2013,1312.9
Aug 11 2013,1371.7
Aug 18 2013,1395.7
Aug 25 2013,1396.1
Sep 01 2013,1386.7
Sep 08 2013,1308.4
Sep 15 2013,1332.5
Sep 22 2013,1338.4
Sep 29 2013,1309.7
Oct 06 2013,1268
Oct 13 2013,1314.4
Oct 20 2013,1352.4
Oct 27 2013,1313.1
Nov 03 2013,1284.5
Nov 10 2013,1287.3
Nov 17 2013,1244
Nov 24 2013,1250.6
Dec 01 2013,1230.3
Dec 08 2013,1235.7
Dec 15 2013,1205.1
Dec 22 2013,1216.1
Dec 29 2013,1238.4
Jan 05 2014,1246.7
Jan 12 2014,1251.7
Jan 19 2014,1264.5
Jan 26 2014,1240.1
Feb 02 2014,1263.3
Feb 09 2014,1319
Feb 16 2014,1323.9
Feb 23 2014,1321.4
Mar 02 2014,1338.1
Mar 09 2014,1379
Mar 16 2014,1336
Mar 23 2014,1293.8
Mar 30 2014,1303.2
Apr 06 2014,1318.7
Apr 13 2014,1293.4
Apr 20 2014,1300.7
Apr 27 2014,1302.6
May 04 2014,1287.3
May 11 2014,1293.3
May 18 2014,1291.6
May 25 2014,1245.6
Jun 01 2014,1252.1
Jun 08 2014,1273.7
Jun 15 2014,1316.2
Jun 22 2014,1319
Jun 29 2014,1320.4
Jul 06 2014,1337
Jul 13 2014,1309.2
Jul 20 2014,1303.1
Jul 27 2014,1293.6
Aug 03 2014,1308.9
Aug 10 2014,1304.5
Aug 17 2014,1278.6
Aug 24 2014,1285.8
Aug 31 2014,1265.8
Sep 07 2014,1229.9
Sep 14 2014,1215.3
Sep 21 2014,1214.1
Sep 28 2014,1192.2
Oct 05 2014,1221
Oct 12 2014,1238.3
Oct 19 2014,1231.2
Oct 26 2014,1171.1
Nov 02 2014,1169.6
Nov 09 2014,1185
Nov 16 2014,1197.5
Nov 23 2014,1175.2
Nov 30 2014,1190.1
Dec 07 2014,1222
Dec 14 2014,1195.9
Dec 21 2014,1195.3
Dec 28 2014,1186
Jan 04 2015,1216
Jan 11 2015,1276.9
Jan 18 2015,1292.6
Jan 25 2015,1278.5
Feb 01 2015,1233.9
Feb 08 2015,1226.5
Feb 15 2015,1204.4
Feb 22 2015,1212.6
Mar 01 2015,1164.1
Mar 08 2015,1152.6
Mar 15 2015,1184.8
Mar 22 2015,1199.8
Mar 29 2015,1200.9
Apr 05 2015,1204.6
Apr 12 2015,1202.9
Apr 19 2015,1175.2
Apr 26 2015,1174.5
May 03 2015,1189.1
May 10 2015,1225.5
May 17 2015,1204.3
May 24 2015,1189.4
May 31 2015,1167.8
Jun 07 2015,1178.8
Jun 14 2015,1201.5
Jun 21 2015,1172.9
Jun 28 2015,1163
Jul 05 2015,1157.7
Jul 12 2015,1131.8
Jul 19 2015,1085.6
Jul 26 2015,1094.9
Aug 02 2015,1094.1
Aug 09 2015,1112.9
Aug 16 2015,1159.6
Aug 23 2015,1133.1
Aug 30 2015,1120.6
Sep 06 2015,1103.5
Sep 13 2015,1138.1
Sep 20 2015,1146
Sep 27 2015,1137.1
Oct 04 2015,1156.3
Oct 11 2015,1183.6
Oct 18 2015,1163.3
Oct 25 2015,1141.5
Nov 01 2015,1087.6
Nov 08 2015,1080.8
Nov 15 2015,1076.4
Nov 22 2015,1056.2
Nov 29 2015,1084.5
Dec 06 2015,1076.9
Dec 13 2015,1066.2
Dec 20 2015,1077.2
Dec 27 2015,1060.3
Jan 03 2016,1097.8
Jan 10 2016,1091.5
Jan 17 2016,1097.2
Jan 24 2016,1116.4
Jan 31 2016,1157.8
Feb 07 2016,1239.1
Feb 14 2016,1230.4
Feb 21 2016,1219.8
Feb 28 2016,1269.9
Mar 06 2016,1258.7
Mar 13 2016,1253.8
Mar 20 2016,1221.4
Mar 27 2016,1222.2
Apr 03 2016,1242.5
Apr 10 2016,1233.1
Apr 17 2016,1228.7
Apr 24 2016,1289.2
May 01 2016,1292.9
May 08 2016,1271.9
May 15 2016,1252.4
May 22 2016,1213.8
May 29 2016,1240.1
Jun 05 2016,1273.4
Jun 12 2016,1292.5
Jun 19 2016,1320
Jun 26 2016,1336.7
Jul 03 2016,1356.6
Jul 10 2016,1326.5
Jul 17 2016,1323.1
Jul 24 2016,1349
Jul 31 2016,1336.4
Aug 07 2016,1335.8
Aug 14 2016,1340.4
Aug 21 2016,1321.5
Aug 28 2016,1322.1
Sep 04 2016,1330.1
Sep 11 2016,1305.8
Sep 18 2016,1337.2
Sep 25 2016,1313.3
Oct 02 2016,1248.9
Oct 09 2016,1253.1
Oct 16 2016,1265.9
Oct 23 2016,1275.5
Oct 30 2016,1303.3
Nov 06 2016,1223.5
Nov 13 2016,1208.5
Nov 20 2016,1178.2
Nov 27 2016,1175.1
Dec 04 2016,1159.4
Dec 11 2016,1135.3
Dec 18 2016,1131.9
Dec 25 2016,1150
Jan 01 2017,1171.9
Jan 08 2017,1195.3
Jan 15 2017,1204.3
Jan 22 2017,1188.1
Jan 29 2017,1218.5
Feb 05 2017,1234.4
Feb 12 2017,1237.6
Feb 19 2017,1256.9
Feb 26 2017,1225.5
Mar 05 2017,1200.7
Mar 12 2017,1229.8
Mar 19 2017,1248.2
Mar 26 2017,1247.3
Apr 02 2017,1254.3
Apr 09 2017,1285.9
Apr 16 2017,1287.4
Apr 23 2017,1266.1
Apr 30 2017,1224.8
May 07 2017,1226.2
May 14 2017,1252.7
May 21 2017,1267.6
May 28 2017,1276.8
Jun 04 2017,1268.5
Jun 11 2017,1254
Jun 18 2017,1256.2
Jun 25 2017,1240.7
Jul 02 2017,1208.6
Jul 09 2017,1226.6
Jul 16 2017,1254.3
Jul 23 2017,1268.4
Jul 30 2017,1258.3
Aug 06 2017,1287.7
Aug 13 2017,1285.7
Aug 20 2017,1292.5
Aug 27 2017,1324.5
Sep 03 2017,1346
Sep 10 2017,1320.4
Sep 17 2017,1293.3
Sep 24 2017,1281.5
Oct 01 2017,1271.6
Oct 08 2017,1301.5
Oct 15 2017,1277.4
Oct 22 2017,1268.5
Oct 29 2017,1266.5
Nov 05 2017,1272.4
Nov 12 2017,1295.8
Nov 19 2017,1286.7
Nov 26 2017,1278.8
Dec 03 2017,1245.2
Dec 10 2017,1254.3
Dec 17 2017,1275.4
Dec 24 2017,1306.3
Dec 31 2017,1320.3
Jan 07 2018,1333.4
Jan 14 2018,1331.9
Jan 21 2018,1351.6
Jan 28 2018,1333.7
Feb 04 2018,1313.1
Feb 11 2018,1353.2
Feb 18 2018,1328.2
Feb 25 2018,1321.1
Mar 04 2018,1322.4
Mar 11 2018,1311.3
Mar 18 2018,1349.3
Mar 25 2018,1322.8
Apr 01 2018,1331.9
Apr 08 2018,1344.8
Apr 15 2018,1336.7
Apr 22 2018,1320.3
Apr 29 2018,1312.7
May 06 2018,1319
May 13 2018,1290.2
May 20 2018,1303.3
May 27 2018,1294.8
Jun 03 2018,1298.1
Jun 10 2018,1274.6
Jun 17 2018,1267.4
Jun 24 2018,1251.3
Jul 01 2018,1254.3
Jul 08 2018,1239.6
Jul 15 2018,1229.5
Jul 22 2018,1222.6
Jul 29 2018,1214.2
Aug 05 2018,1211.1
Aug 12 2018,1176.5
Aug 19 2018,1206.3
Aug 26 2018,1200.3
Sep 02 2018,1193.6
Sep 09 2018,1195
Sep 16 2018,1196.2
Sep 23 2018,1191.5
Sep 30 2018,1201.2
Oct 07 2018,1218.1
Oct 14 2018,1225.3
Oct 21 2018,1232.5
Oct 28 2018,1230.9
Nov 04 2018,1206.4
Nov 11 2018,1220.8
Nov 18 2018,1272.1
Nov 25 2018,1268.7
Dec 02 2018,1295.8
Dec 09 2018,1284.2
Dec 16 2018,1300.4
Dec 23 2018,1279.9
Dec 30 2018,1329.2
Jan 06 2019,1333.2
Jan 13 2019,1326.1
Jan 20 2019,1341.3
Jan 27 2019,1359.3
Feb 03 2019,1356
Feb 10 2019,1359.2
Feb 17 2019,1369.9
Feb 24 2019,1335.8
Mar 03 2019,1335.9
Mar 10 2019,1338.9
Mar 17 2019,1348.1
Mar 24 2019,1328
Mar 31 2019,1325.3
Apr 07 2019,1325.6
Apr 14 2019,1306
Apr 21 2019,1318.6
Apr 28 2019,1311
May 05 2019,1316.7
May 12 2019,1303.8
May 19 2019,1311.7
May 26 2019,1333
Jun 02 2019,1366.8
Jun 09 2019,1365.5
Jun 16 2019,1419.9
Jun 23 2019,1434
Jun 30 2019,1422.2
Jul 07 2019,1435.9
Jul 14 2019,1450.3
Jul 21 2019,1443.5
Jul 28 2019,1468.4
Aug 04 2019,1519.4
Aug 11 2019,1534.3
Aug 18 2019,1548.4
Aug 25 2019,1541
Sep 01 2019,1527
Sep 08 2019,1511.7
Sep 15 2019,1527
Sep 22 2019,1518.6
Sep 29 2019,1525
Oct 06 2019,1500.6
Oct 13 2019,1505.9
Oct 20 2019,1517.5
Oct 27 2019,1523.7
Nov 03 2019,1475.1
Nov 10 2019,1480.8
Nov 17 2019,1476.2
Nov 24 2019,1478.1
Dec 01 2019,1470.7
Dec 08 2019,1486.9
Dec 15 2019,1486.6
Dec 22 2019,1524.1
Dec 29 2019,1558.7
Jan 05 2020,1566.4
Jan 12 2020,1566.5
Jan 19 2020,1578.2
Jan 26 2020,1587.9
Feb 02 2020,1573.4
Feb 09 2020,1586.4
Feb 16 2020,1648.8
Feb 23 2020,1566.7
Mar 01 2020,1672.4
Mar 08 2020,1516.7
