Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,18937.449219,19187.609375,18068.099609,18193.410156,18193.410156,0
2000-01-08,18246.099609,19058.019531,18246.099609,18956.550781,18956.550781,0
2000-01-15,19025.619141,19442.580078,18713.169922,18878.089844,18878.089844,0
2000-01-22,18878.460938,19595.830078,18815.369141,19434.779297,19434.779297,0
2000-01-29,19375.109375,20011.910156,19224.470703,19763.130859,19763.130859,0
2000-02-05,19832.759766,20046.140625,19710.019531,19710.019531,19710.019531,0
2000-02-12,19698.570313,19862.939453,19300.140625,19789.029297,19789.029297,0
2000-02-19,19736.150391,19817.880859,19353.400391,19817.880859,19817.880859,0
2000-02-26,19783.439453,20202.960938,19713.859375,19927.539063,19927.539063,0
2000-03-04,20041.480469,20160.029297,19614.820313,19750.400391,19750.400391,0
2000-03-11,19731.500000,19760.349609,18765.880859,19566.320313,19566.320313,0
2000-03-18,19598.529297,20012.410156,19455.109375,19958.080078,19958.080078,0
2000-03-25,19976.140625,20809.789063,19880.109375,20337.320313,20337.320313,0
2000-04-01,20327.789063,20747.820313,20171.619141,20252.810547,20252.810547,0
2000-04-08,20368.810547,20833.210938,20330.890625,20434.679688,20434.679688,0
2000-04-15,20341.500000,20341.500000,18091.099609,18252.679688,18252.679688,0
2000-04-22,18247.480469,18987.339844,17926.429688,17973.699219,17973.699219,0
2000-04-29,17979.250000,18586.160156,17979.250000,18439.359375,18439.359375,0
2000-05-06,18465.710938,18475.449219,16779.419922,17357.859375,17357.859375,0
2000-05-13,17396.449219,17691.390625,16572.050781,16858.169922,16858.169922,0
2000-05-20,16802.660156,16802.660156,15870.250000,16008.139648,16008.139648,0
2000-05-27,16028.759766,16941.419922,16028.759766,16800.060547,16800.060547,0
2000-06-03,16842.039063,17261.869141,16785.769531,16861.910156,16861.910156,0
2000-06-10,16876.679688,17018.640625,16289.919922,16318.309570,16318.309570,0
2000-06-17,16382.110352,17364.259766,16359.959961,16963.210938,16963.210938,0
2000-06-24,16927.269531,17511.320313,16761.589844,17411.050781,17411.050781,0
2000-07-01,17451.650391,17661.109375,17154.580078,17398.240234,17398.240234,0
2000-07-08,17421.560547,17594.660156,17009.650391,17142.900391,17142.900391,0
2000-07-15,17188.980469,17476.859375,16703.009766,16811.490234,16811.490234,0
2000-07-22,16767.199219,16767.199219,15815.530273,15838.570313,15838.570313,0
2000-07-29,15821.309570,16211.549805,15394.709961,15667.360352,15667.360352,0
2000-08-05,15666.809570,16125.660156,15666.809570,16117.500000,16117.500000,0
2000-08-12,16109.950195,16409.130859,16055.070313,16280.490234,16280.490234,0
2000-08-19,16249.940430,16926.220703,15945.919922,16911.330078,16911.330078,0
2000-08-26,16895.550781,17210.800781,16700.359375,16739.779297,16739.779297,0
2000-09-02,16764.330078,16883.310547,16239.259766,16501.550781,16501.550781,0
2000-09-09,16467.689453,16477.529297,15885.320313,16213.280273,16213.280273,0
2000-09-16,16174.919922,16523.269531,15774.719727,15818.250000,15818.250000,0
2000-09-23,15850.559570,16144.190430,15621.879883,15747.259766,15747.259766,0
2000-09-30,15735.709961,16192.780273,15514.040039,15994.240234,15994.240234,0
2000-10-07,15958.120117,15958.120117,15101.639648,15330.309570,15330.309570,0
2000-10-14,15366.809570,15688.169922,14707.879883,15198.730469,15198.730469,0
2000-10-21,15197.929688,15229.459961,14577.200195,14582.200195,14582.200195,0
2000-10-28,14607.019531,14961.690430,14333.160156,14837.780273,14837.780273,0
2000-11-04,14904.290039,15602.389648,14873.519531,14988.540039,14988.540039,0
2000-11-11,14824.709961,14958.330078,14420.360352,14544.299805,14544.299805,0
2000-11-18,14510.389648,14577.730469,14172.639648,14315.349609,14315.349609,0
2000-11-25,14422.250000,14984.370117,14385.160156,14835.330078,14835.330078,0
2000-12-02,14922.669922,15109.639648,14622.830078,14696.509766,14696.509766,0
