Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,1366.579956,1522.824951,1361.213989,1516.604004,1516.604004,0
2000-01-08,1531.712036,1547.708008,1401.706055,1408.848022,1408.848022,0
2000-01-15,1408.988037,1476.456055,1402.662964,1465.084961,1465.084961,0
2000-01-22,1465.858032,1536.345947,1449.472046,1534.996948,1534.996948,0
2000-01-29,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-05,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-12,1591.444946,1770.880005,1583.582031,1668.090942,1668.090942,0
2000-02-19,1681.360962,1697.010010,1586.634033,1631.576050,1631.576050,0
2000-02-26,1639.798950,1750.645020,1639.696045,1738.020996,1738.020996,0
2000-03-04,1756.312988,1762.828979,1654.443970,1705.048950,1705.048950,0
2000-03-11,1706.769043,1729.006958,1596.072021,1658.600952,1658.600952,0
2000-03-18,1646.310059,1770.262939,1641.765015,1730.499023,1730.499023,0
2000-03-25,1736.696045,1811.062988,1736.696045,1800.224976,1800.224976,0
2000-04-01,1799.574951,1822.614990,1746.302002,1819.895996,1819.895996,0
2000-04-08,1826.610962,1840.188965,1785.327026,1833.665039,1833.665039,0
2000-04-15,1829.614990,1858.265015,1778.878052,1841.063965,1841.063965,0
2000-04-22,1844.694946,1848.973022,1797.713013,1836.321045,1836.321045,0
2000-04-29,1836.319946,1836.319946,1836.319946,1836.319946,1836.319946,0
2000-05-06,1848.172974,1852.902954,1715.057983,1720.608032,1720.608032,0
2000-05-13,1722.635010,1777.983032,1695.531006,1777.828003,1777.828003,0
2000-05-20,1785.894043,1890.686035,1783.303955,1879.616943,1879.616943,0
2000-05-27,1885.546021,1916.250000,1868.609985,1916.250000,1916.250000,0
2000-06-03,1921.968994,1940.219971,1889.814941,1900.786987,1900.786987,0
2000-06-10,1896.427979,1949.171021,1884.615967,1926.943970,1926.943970,0
2000-06-17,1924.692993,1939.634033,1888.082031,1939.626953,1939.626953,0
2000-06-24,1946.697998,1953.338989,1924.473022,1928.105957,1928.105957,0
2000-07-01,1917.442017,1932.828979,1888.249023,1932.791992,1932.791992,0
2000-07-08,1938.843018,1987.223022,1932.954956,1987.192017,1987.192017,0
2000-07-15,1992.894043,2004.461060,1979.875000,1996.336060,1996.336060,0
2000-07-22,1998.244995,2024.998047,1982.880981,2012.792969,2012.792969,0
2000-07-29,2016.144043,2041.282959,2008.636963,2026.360962,2026.360962,0
2000-08-05,2025.182007,2070.298096,2017.902954,2062.666016,2062.666016,0
2000-08-12,2065.935059,2097.314941,2065.935059,2090.183105,2090.183105,0
2000-08-19,2095.377930,2114.521973,1980.344971,2086.702881,2086.702881,0
2000-08-26,2092.122070,2108.096924,1997.717041,1999.859009,1999.859009,0
2000-09-02,1994.885010,2020.847046,1923.598022,1959.312012,1959.312012,0
2000-09-09,1963.270996,1995.317017,1956.078003,1978.433960,1978.433960,0
2000-09-16,1979.530029,1981.129028,1888.090942,1891.984009,1891.984009,0
2000-09-23,1889.904053,1917.061035,1874.209961,1910.161011,1910.161011,0
2000-09-30,1910.160034,1910.160034,1910.160034,1910.160034,1910.160034,0
2000-10-07,1912.076050,1948.014038,1897.238037,1918.156982,1918.156982,0
2000-10-14,1917.446045,1947.468994,1896.944946,1947.454956,1947.454956,0
2000-10-21,1952.956055,1980.625977,1945.526978,1967.405029,1967.405029,0
2000-10-28,1967.652954,1992.857056,1956.416992,1981.630981,1981.630981,0
2000-11-04,1983.072998,2051.341064,1982.750977,2047.458008,2047.458008,0
2000-11-11,2054.479004,2104.698975,2053.439941,2093.235107,2093.235107,0
2000-11-18,2092.591064,2125.724121,2045.514038,2053.370117,2053.370117,0
2000-11-25,2041.155029,2082.900879,2031.931030,2081.843018,2081.843018,0
2000-12-02,2084.483887,2097.289063,2060.729004,2073.163086,2073.163086,0
2000-12-09,2072.282959,2072.476074,2036.880981,2039.364014,2039.364014,0
2000-12-16,2038.447998,2086.938965,2024.286011,2069.768066,2069.768066,0
2000-12-23,2071.566895,2079.761963,2047.741943,2073.477051,2073.477051,0
2000-12-30,2073.479980,2127.418945,2073.479980,2125.300049,2125.300049,0
2001-01-06,2128.602051,2131.979980,2082.841064,2104.747070,2104.747070,0
2001-01-13,2097.091064,2097.092041,2007.706055,2065.605957,2065.605957,0
2001-01-20,2065.610107,2065.610107,2065.610107,2065.610107,2065.610107,0
2001-01-27,2065.610107,2065.610107,2065.610107,2065.610107,2065.610107,0
2001-02-03,2069.855957,2072.547119,1926.400024,1956.969971,1956.969971,0
2001-02-10,1958.655029,1973.999023,1911.870972,1941.963989,1941.963989,0
2001-02-17,1942.578979,1980.385986,1893.782959,1936.345947,1936.345947,0
2001-02-24,1940.770020,1987.389038,1935.546997,1985.110962,1985.110962,0
2001-03-03,1991.280029,2015.503052,1977.110962,2011.660034,2011.660034,0
2001-03-10,2013.312012,2027.333008,1992.171021,2020.235962,2020.235962,0
2001-03-17,2019.850952,2093.948975,2017.490967,2053.539063,2053.539063,0
2001-03-24,2052.054932,2112.878906,2052.054932,2112.774902,2112.774902,0
2001-03-31,2117.449951,2129.829102,2081.644043,2108.605957,2108.605957,0
2001-04-07,2108.968994,2145.437012,2100.971924,2145.399902,2145.399902,0
2001-04-14,2150.291992,2179.740967,2148.308105,2152.334961,2152.334961,0
2001-04-21,2150.341064,2170.386963,2102.824951,2115.108887,2115.108887,0
2001-04-28,2117.167969,2122.502930,2111.951904,2119.179932,2119.179932,0
2001-05-05,2119.179932,2155.422119,2119.179932,2155.405029,2155.405029,0
2001-05-12,2161.614014,2205.012939,2160.123047,2203.372070,2203.372070,0
2001-05-19,2207.781006,2218.445068,2175.277100,2193.575928,2193.575928,0
2001-05-26,2194.452881,2223.263916,2171.681885,2219.591064,2219.591064,0
2001-06-02,2223.910889,2242.690918,2211.750000,2223.068115,2223.068115,0
2001-06-09,2223.794922,2245.435059,2188.250000,2210.969971,2210.969971,0
2001-06-16,2211.892090,2214.104980,2157.122070,2206.066895,2206.066895,0
2001-06-23,2210.069092,2237.522949,2210.041016,2218.029053,2218.029053,0
2001-06-30,2220.418945,2223.207031,2168.780029,2170.520996,2170.520996,0
2001-07-07,2169.467041,2192.522949,2153.679932,2161.340088,2161.340088,0
2001-07-14,2176.336914,2183.517090,2121.283936,2179.624023,2179.624023,0
2001-07-21,2183.742920,2185.854980,2063.889893,2065.728027,2065.728027,0
2001-07-28,2056.762939,2056.772949,1909.296997,1958.692017,1958.692017,0
2001-08-04,1953.411987,1956.396973,1861.779053,1955.036011,1955.036011,0
2001-08-11,1956.925049,1963.137939,1909.672974,1924.003052,1924.003052,0
2001-08-18,1923.098999,1947.402954,1869.491943,1886.800049,1886.800049,0
2001-08-25,1881.308960,1881.308960,1795.567017,1834.137939,1834.137939,0
2001-09-01,1831.703003,1888.901001,1807.140991,1808.843994,1808.843994,0
2001-09-08,1790.209961,1871.130005,1774.832031,1818.381958,1818.381958,0
2001-09-15,1811.904053,1836.786011,1780.046021,1807.019043,1807.019043,0
2001-09-22,1804.886963,1813.307007,1750.764038,1764.866943,1764.866943,0
2001-09-29,1764.869995,1764.869995,1764.869995,1764.869995,1764.869995,0
2001-10-06,1766.133057,1773.797974,1598.792969,1691.326050,1691.326050,0
2001-10-13,1692.172974,1703.588013,1550.911987,1572.453003,1572.453003,0
2001-10-20,1558.468018,1744.922974,1514.862061,1677.878052,1677.878052,0
2001-10-27,1678.724976,1717.735962,1655.885986,1691.350952,1691.350952,0
2001-11-03,1687.839966,1688.308960,1550.464966,1630.359009,1630.359009,0
2001-11-10,1631.798950,1734.672974,1598.112061,1646.762939,1646.762939,0
2001-11-17,1645.092041,1721.968018,1644.816040,1712.563965,1712.563965,0
2001-11-24,1710.131958,1748.000000,1695.995972,1747.993042,1747.993042,0
2001-12-01,1751.051025,1776.019043,1737.062988,1745.406982,1745.406982,0
2001-12-08,1743.625000,1748.974976,1673.323975,1675.514038,1675.514038,0
2001-12-15,1673.241943,1693.181030,1624.495972,1640.141968,1640.141968,0
2001-12-22,1639.521973,1644.409058,1593.026001,1639.484009,1639.484009,0
2001-12-29,1641.427979,1649.800049,1608.828979,1611.392944,1611.392944,0
2002-01-05,1605.740967,1607.722046,1523.662964,1535.593018,1535.593018,0
2002-01-12,1519.932007,1519.932007,1376.887939,1415.437988,1415.437988,0
2002-01-19,1406.996948,1478.540039,1346.172974,1451.484009,1451.484009,0
2002-01-26,1444.500977,1507.639038,1339.199951,1485.770020,1485.770020,0
2002-02-02,1485.676025,1530.125977,1476.133057,1506.614990,1506.614990,0
2002-02-09,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-16,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-23,1540.493042,1544.921021,1501.556030,1502.540039,1502.540039,0
2002-03-02,1497.827026,1645.291992,1494.833984,1640.255981,1640.255981,0
2002-03-09,1643.589966,1676.505981,1620.562012,1620.975952,1620.975952,0
2002-03-16,1641.428955,1693.873047,1610.993042,1669.693970,1669.693970,0
2002-03-23,1667.853027,1677.045044,1596.254028,1603.905029,1603.905029,0
2002-03-30,1598.026001,1657.093994,1575.972046,1634.642944,1634.642944,0
2002-04-06,1633.831055,1680.297974,1631.067017,1658.979004,1658.979004,0
2002-04-13,1660.572021,1664.524048,1603.956055,1635.171997,1635.171997,0
2002-04-20,1633.641968,1643.152954,1603.636963,1640.588989,1640.588989,0
2002-04-27,1643.548950,1673.750000,1640.558960,1667.750000,1667.750000,0
2002-05-04,1667.750000,1670.916992,1636.859985,1638.197998,1638.197998,0
2002-05-11,1634.901001,1634.916016,1540.576050,1567.496948,1567.496948,0
2002-05-18,1564.968018,1599.113037,1529.348022,1549.465942,1549.465942,0
2002-05-25,1555.041992,1569.411011,1506.541992,1515.733032,1515.733032,0
2002-06-01,1510.246948,1540.824951,1455.305054,1529.506958,1529.506958,0
2002-06-08,1529.336060,1534.376953,1493.244019,1494.245972,1494.245972,0
2002-06-15,1489.135010,1564.921997,1481.245972,1562.722046,1562.722046,0
2002-06-22,1704.697998,1748.890015,1647.498047,1732.755005,1732.755005,0
2002-06-29,1736.292969,1740.380981,1698.832031,1722.187988,1722.187988,0
2002-07-06,1723.578979,1741.917969,1689.223022,1698.297974,1698.297974,0
2002-07-13,1696.807983,1714.089966,1680.198975,1713.860962,1713.860962,0
2002-07-20,1712.017944,1712.326050,1656.822998,1657.499023,1657.499023,0
2002-07-27,1654.925049,1672.119995,1639.224976,1661.431030,1661.431030,0
2002-08-03,1661.404053,1679.811035,1642.770996,1647.046021,1647.046021,0
2002-08-10,1642.477051,1652.979980,1624.048950,1646.791992,1646.791992,0
2002-08-17,1645.931030,1696.276978,1641.402954,1683.207031,1683.207031,0
2002-08-24,1682.135986,1683.505005,1664.822021,1666.618042,1666.618042,0
2002-08-31,1666.340942,1680.279053,1629.927979,1631.384033,1631.384033,0
